paper_id,title,authors,year,venue,doi,publication_type,subdomains,formal_framework,mathematical_formalism,key_contribution,methodology,discusses_internal_representations,discusses_schema_coherence,relevance_sigma_trap,relevance_justification,limitations_stated,open_questions,key_equations_definitions,datasets_used,sample_size,effect_sizes,citation_count,evidence_basis,notes
P066,On Algorithmic Ethics: Examining AI Decision-Making Mechanisms From the Perspective of Kant's Moral Philosophy,"Xu, Y.",2026,International Journal of Technoethics,10.4018/IJT.413061,empirical,value alignment; interpretability; robustness; governance; ethics; capabilities,game theory; decision theory; other,probability; logic; optimization,,experiment,yes,no,3,,yes,,,,,,0,full-text,ft_file=On Algorithmic Ethics: Examining AI Decision-Making Mechanisms From the Perspective of Kant's Moral Philosophy.pdf
P067,Human-AI Interaction in LLM,"Zakershahrak, M.",2026,Handbook of Human-Centered Artificial Intelligence,10.1007/978-981-95-3658-0_72,other,value alignment; governance; ethics; capabilities,none,none,,not_applicable,no,no,3,,no,,,,,,0,abstract,
P068,LLM ethics benchmark: a three-dimensional assessment system for evaluating moral reasoning in large language models,"Jiao, J.; Afroogh, S.; Murali, A.; Chen, K.; Atkinson, D.; Dhurandhar, A.",2025,Scientific Reports,10.1038/s41598-025-18489-7,empirical,value alignment; interpretability; robustness; governance; ethics; capabilities,none,probability,,experiment,no,no,3,,yes,,,,,,15,full-text,ft_file=LLM ethics benchmark: a three-dimensional assessment system for evaluating moral reasoning in large language models.pdf
P069,MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design,"Zhang, W.; Xu, Y.; Sun, Z.",2025,Systems,10.3390/systems13121124,empirical,value alignment; interpretability; robustness; ethics; capabilities,none,probability; logic; optimization,,experiment,no,related concept,5,,yes,,,,,,0,full-text,ft_file=MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design.pdf
P070,"Charting cross-cultural AI perception: An exploratory study of expectations, risk–benefit trade-offs, and values in Germany and China","Brauner, P.; Glawe, F.; Liehner, G.L.; Vervier, L.; Ziefle, M.",2026,Acta Psychologica,10.1016/j.actpsy.2026.107094,other,value alignment; governance; ethics; capabilities,none,probability,,not_applicable,no,no,3,,yes,,,,,,0,full-text,"ft_file=Charting cross-cultural AI perception: An exploratory study of expectations, risk–benefit trade-offs, and values in Germany and China.pdf"
P071,High-Dimensional Data Stream Classification: Improving Random Patch Online Ensemble Classifier,"Bensaoula, H.I.; Nait Bahloul, S.",2025,Journal of Soft Computing and Data Mining,10.30880/jscdm.2025.06.03.011,other,value alignment; robustness,none,probability,,not_applicable,no,no,3,,yes,,,,,,0,full-text,ft_file=High-Dimensional Data Stream Classification: Improving Random Patch Online Ensemble Classifier.pdf
P072,Adaptive Prompt Elicitation for Text-to-Image Generation,"Wen, X.; Hegemann, L.; Jin, X.; Ma, S.; Oulasvirta, A.",2026,"International Conference on Intelligent User Interfaces, Proceedings IUI",10.1145/3742413.3789149,empirical,value alignment; interpretability; capabilities,information theory; other,probability; optimization,,experiment,no,no,3,,yes,,,,,,1,full-text,ft_file=Adaptive Prompt Elicitation for Text-to-Image Generation.pdf
P073,Composable Assurance for AI Alignment: A Framework for Propagating Formal Safety Properties Through MLOps,"Zhao, X.",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i44.41151,empirical,value alignment; interpretability; robustness; governance; ethics,other,probability; logic,"Introduces the Composable Assurance Framework (CAF), an engineering methodology that propagates formal safety properties through MLOps pipelines via a compositional logic and machine-readable evidence formats, enabling dynamic, formally-grounded safety cases for AI alignment assurance.",experiment,yes,related concept,3,"Relevant at the level of formal safety-property composition (compositional reasoning about safety properties), but does not address internal representation structure or the sigma-trap; an engineering method rather than a failure-mode analysis.",yes,RQ3 in paper: practical validation of CAF in real MLOps pipelines; tooling for automated evidence aggregation.,"Compositional logic rules governing propagation/composition of safety properties across components (formal representation RQ1, compositional calculus RQ2).",,,,0,full-text,ft_file=Composable Assurance for AI Alignment: A Framework for Propagating Formal Safety Properties Through MLOps.pdf; pilot=manual-review
P074,XAI2Brain: A Perspective on Mechanistic Interpretability for Brain–AI Alignment,"Jiang, R.; Zhou, Y.; Wang, B.; Angelov, P.; Ni, Q.",2026,Machine Learning and Knowledge Extraction,10.3390/make8060167,review,value alignment; interpretability; robustness; governance; ethics; capabilities,game theory,optimization,,not_applicable,yes,no,5,,no,,,,,,0,full-text,ft_file=XAI2Brain: A Perspective on Mechanistic Interpretability for Brain-AI Alignment.pdf
P075,Interactionless Inverse Reinforcement Learning: A Data-Centric Framework for Durable Alignment,"Malomgré, E.; Simoens, P.",2026,AAMAS 2026 - Proceedings of the 25th International Conference on Autonomous Agents and Multiagent Systems,10.65109/LCMH1709,other,value alignment; interpretability; robustness; governance; ethics; capabilities,other,probability; optimization,,not_applicable,no,no,4,,yes,,,,,,0,full-text,ft_file=Interactionless Inverse Reinforcement Learning: A Data-Centric Framework for Durable Alignment.pdf
P076,Toward Constitutional Autonomy in AI Systems: A Theoretical Framework for Aligned Agentic Intelligence,"Torgbi Agbemabiese, W.",2026,IEEE Access,10.1109/ACCESS.2026.3654907,theoretical,value alignment; interpretability; robustness; governance; ethics; capabilities,other,probability; logic; optimization,,not_applicable,yes,no,5,,no,,,,,,0,full-text,ft_file=Toward Constitutional Autonomy in AI Systems: A Theoretical Framework for Aligned Agentic Intelligence.pdf
P077,"Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Convergence in Geriatric Care","Alves Ferreira, J.M.; Tukaiev, S.; Giannouli, V.",2026,Healthcare (Switzerland),10.3390/healthcare14121660,empirical,value alignment; interpretability; robustness; governance; ethics,none,none,,theory,no,no,3,,no,,,,,,0,full-text,"ft_file=Governing Generative AI for Healthy Ageing: A Normative Conceptual Framework for Societal Alignment, Epistemic Authority, and Value Convergence in Geriatric Care.pdf"
P078,Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models,"Tran, T.T.P.; Vu, T.H.; Nguyen, V.V.; Nguyen, P.T.",2026,IEEE Access,10.1109/ACCESS.2026.3701952,empirical,value alignment; interpretability; robustness; ethics; capabilities,none,optimization,,experiment,yes,no,4,,no,,,,,,0,full-text,ft_file=Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models.pdf
P079,Stability of value perception: minimal influence of framing on moral attributions to a humanoid robot,"Marchesi, S.; Ciupin´ska, K.; De Tommaso, D.; Wykowska, A.",2026,Scientific Reports,10.1038/s41598-025-28831-8,empirical,value alignment; interpretability; robustness; ethics; capabilities,none,none,,experiment,yes,no,3,,no,,,,,,0,full-text,ft_file=Stability of value perception: minimal influence of framing on moral attributions to a humanoid robot.pdf
P080,A data-driven generative strategy to avoid reward hacking in multi-objective molecular design,"Yoshizawa, T.; Ishida, S.; Sato, T.; Ohta, M.; Honma, T.; Terayama, K.",2025,Nature Communications,10.1038/s41467-025-57582-3,other,value alignment; capabilities,none,probability; optimization,,not_applicable,no,no,4,,yes,,,,,,16,full-text,ft_file=A data-driven generative strategy to avoid reward hacking in multi-objective molecular design.pdf
P081,A Mathematical Framework for Wise AI,"Grijalva, S.; Grijalva, N.",2026,Conference Proceedings - IEEE SOUTHEASTCON,10.1109/SoutheastCon63549.2026.11476287,empirical,value alignment; interpretability; robustness; governance; ethics; capabilities,other,probability; optimization,,simulation,yes,no,3,,yes,,,,,,0,full-text,ft_file=A Mathematical Framework for Wise AI.pdf
P082,Research on the Construction and Educational Application of a Comprehensive Ideological and Political Model Based on Value Alignment Reinforcement Learning,"Zhang, M.",2025,"Proceedings of 2025 International Conference on Generative AI and Digital Media Arts, GAIDMA 2025",10.1145/3770445.3770484,empirical,value alignment,none,probability; logic; optimization,,experiment,no,no,3,,yes,,,,,,0,abstract,
P083,Generative Artificial Intelligence for Social Impact,"Kong, L.; Kim, C.W.; Choo, D.; Tambe, M.",2026,IEEE Intelligent Systems,10.1109/MIS.2026.3652763,position,value alignment; interpretability; robustness; governance; ethics; capabilities,game theory; other,probability; optimization,,not_applicable,yes,no,3,,yes,,,,,,0,full-text,ft_file=Generative Artificial Intelligence for Social Impact.pdf
P084,Multi-Metric Preference Alignment for Generative Speech Restoration,"Zhang, J.; Zhang, X.; Yang, J.; Wang, Y.; Fan, F.; Wu, Z.",2026,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v40i41.40775,empirical,value alignment; robustness; governance; ethics,none,probability; optimization,,experiment,no,no,4,,partially,,,,,,1,full-text,ft_file=Multi-Metric Preference Alignment for Generative Speech Restoration.pdf
P085,Are Conversational AI Agents the Way Out? Co-Designing Reader-Oriented News Experiences with Immigrants and Journalists,"Zhang, Y.; Gao, G.",2026,Conference on Human Factors in Computing Systems - Proceedings,10.1145/3772318.3791120,other,value alignment; interpretability; governance; ethics,none,none,,not_applicable,no,no,3,,no,,,,,,1,full-text,ft_file=Are Conversational AI Agents the Way Out? Co-Designing Reader-Oriented News Experiences with Immigrants and Journalists.pdf
P086,Should LLM Safety be More Than Refusing Harmful Instructions?,"Maskey, U.; Dras, M.; Naseem, U.",2026,Machine Learning,10.1007/s10994-026-07107-w,empirical,value alignment; robustness; capabilities,none,probability; logic,,experiment,no,no,3,,yes,,,,,,0,full-text,ft_file=Should LLM Safety be More Than Refusing Harmful Instructions?.pdf
P087,“Turning right”? An experimental study on the political value shift in large language models,"Liu, Y.; Panwang, Y.; Gu, C.",2025,Humanities and Social Sciences Communications,10.1057/s41599-025-04465-z,empirical,value alignment; robustness; governance; ethics,none,none,,experiment,no,no,3,,no,,,,,,8,full-text,ft_file=“Turning right”? An experimental study on the political value shift in large language models.pdf
P088,Generating the language of AI harms: mapping guardrails using critical code studies,"Ciston, S.",2026,AI and Society,10.1007/s00146-026-02922-0,empirical,value alignment; interpretability; robustness; governance; ethics,none,none,,experiment,no,no,3,,yes,,,,,,0,full-text,ft_file=Generating the language of AI harms: mapping guardrails using critical code studies.pdf
P089,Non-Ideal Foundations for Preference-Based AI Alignment,"Pattison, C.",2026,Philosophy and Technology,10.1007/s13347-026-01102-8,other,value alignment; interpretability; robustness; ethics,other,none,,not_applicable,no,related concept,3,,no,,,,,,0,full-text,ft_file=Non-Ideal Foundations for Preference-Based AI Alignment.pdf
P090,"The Bateson Game: A Model of Strategic Ambiguity, Frame Uncertainty, and Pathological Learning","Fathi, K.",2025,Games,10.3390/g16060057,empirical,value alignment; interpretability,game theory; decision theory; other,probability; logic,,theory,no,no,3,,no,,,,,,0,full-text,"ft_file=The Bateson Game: A Model of Strategic Ambiguity, Frame Uncertainty, and Pathological Learning.pdf"
P091,A Survey on Autonomy-Induced Security Risks in Large Model-Based Agents,"Su, H.; Luo, J.; Liu, C.; Yang, X.; Zhang, Y.; Dong, Y.; Zhu, J.",2026,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/TPAMI.2026.3688650,review,value alignment; interpretability; robustness; mesa-optimization; governance; ethics; capabilities,none,optimization,,not_applicable,yes,no,5,,yes,,,,,,0,full-text,ft_file=A Survey on Autonomy Induced Security Risks in Large Model-Based Agents.pdf
P092,Multi-objective reinforcement learning for provably incentivising alignment with value systems,"Rodriguez-Soto, M.; Rădulescu, R.; Bistaffa, F.; Ricart, O.; Mayoral-Macau, A.; Lopez-Sanchez, M.; Rodriguez-Aguilar, J.A.; Nowé, A.",2026,Artificial Intelligence,10.1016/j.artint.2025.104460,other,value alignment; robustness; ethics,none,probability; optimization,,not_applicable,yes,no,4,,partially,,,,,,2,full-text,ft_file=Multi-objective reinforcement learning for provably incentivising alignment with value systems.pdf
P093,Reinforcement Learning from X-Feedback: Recent Advances and Future Prospects,"Liu, Q.-D.; He, W.-X.; Yao, E.-G.; Chen, D.; Li, Y.-F.; Xu, M.-L.",2026,Jisuanji Xuebao/Chinese Journal of Computers,10.11897/SP.J.1016.2026.00497,review,value alignment; interpretability; ethics; capabilities,information theory; other,probability,,not_applicable,no,no,5,,yes,,,,,,,full-text,ft_file=Reinforcement Learning from X-Feedback: Recent Advances and Future Prospects.pdf
P094,"Fostering AI alignment through blockchain, proof of personhood and zero knowledge proofs","Neulinger, A.; Sparer, L.",2025,Cluster Computing,10.1007/s10586-025-05729-8,theoretical,value alignment; interpretability; robustness; governance; ethics; capabilities,none,logic; optimization,,not_applicable,no,no,3,,no,,,,,,0,full-text,"ft_file=Fostering AI alignment through blockchain, proof of personhood and zero knowledge proofs.pdf"
P095,Toward Complementary Intelligence: Integrating Cognitive and Machine AI,"Gonzalez, C.; Malloy, T.",2026,Current Directions in Psychological Science,10.1177/09637214251407571,position,value alignment; interpretability; robustness; ethics; capabilities,none,probability; optimization,,not_applicable,yes,no,4,,yes,,,,,,2,full-text,ft_file=Toward Complementary Intelligence: Integrating Cognitive and Machine AI.pdf
P096,Machines that halt resolve the undecidability of artificial intelligence alignment,"Melo, G.A.; Máximo, M.R.O.A.; Soma, N.Y.; Castro, P.A.L.",2025,Scientific Reports,10.1038/s41598-025-99060-2,theoretical,value alignment; interpretability; robustness; mesa-optimization; ethics,other,logic; optimization,,not_applicable,yes,no,5,,no,,,,,,1,full-text,ft_file=Machines that halt resolve the undecidability of artificial intelligence alignment.pdf
