study_id,id,title,authors,year,doi,arxiv_id,relevance_score,pdf_status,download_url,source_db
P030,P01_0219,The Many Faces of AI Alignment,"Kasirzadeh, A.",2026,10.1002/9781394258840.ch18,,5,paywalled-confirmed,https://doi.org/10.1002/9781394258840.ch18,
P048,P01_0259,Could We Control Superintelligent AI?,"Yampolskiy, R.V.",2026,10.1002/9781394258840.ch19,,5,paywalled-confirmed,https://doi.org/10.1002/9781394258840.ch19,
P065,P01_0295,LA-EDPO: Length-Aware Effect-Enhanced Direct Preference Optimization,"Zhang, W.",2026,10.1109/ICAACE69793.2026.11508785,,5,paywalled,https://doi.org/10.1109/ICAACE69793.2026.11508785,
P069,P01_0308,MIRA: An LLM-Driven Dual-Loop Architecture for Metacognitive Reward Design,"Zhang, W.; Xu, Y.; Sun, Z.",2025,10.3390/systems13121124,,5,oa-link-failed,https://doi.org/10.3390/systems13121124,
P093,P01_0358,Reinforcement Learning from X-Feedback: Recent Advances and Future Prospects,"Liu, Q.-D.; He, W.-X.; Yao, E.-G.; Chen, D.; Li, Y.-F.; Xu, M.-L.",2026,10.11897/SP.J.1016.2026.00497,,5,paywalled,https://doi.org/10.11897/SP.J.1016.2026.00497,
P1025,P01_2387,"For example, recent instances of ‘reward hacking’ reveal how AI systems can exploit scoring loopholes in tasks assigned by users to maximize rewards—knowingly deviating from user intent—highlighting the dangers of emergent misalignment even in systems capable of understanding their own deception: ‘Recent frontier models are reward hacking",,2025,,,5,paywalled-confirmed,,
P1200,P01_2774,Causal Reward Adjustment: Mitigating Reward Hacking in External Reasoning via Backdoor Correction,"Song, RK; Song, Z; Guo, HJ; Qiang, WW",2026,,,5,no-doi,,
P1202,P01_2776,Intrinsic Barriers and Practical Pathways for Human-AI Alignment: An Agreement-Based Complexity Analysis,"Nayebi, A",2026,,,5,no-doi,,
P1203,P01_2777,Incomplete Contracting and Al Alignment,"Hadfield-Menell, D; Hadfield, GK",2019,,,5,no-doi,,
P1208,P01_2784,Step-GRPO: Enhancing Reasoning Quality and Efficiency via Structured PRM-Based Reinforcement Learning,"Li, WJ; Wang, J; Yu, LC; Zhang, XJ",2026,,,5,no-doi,,
P1232,P01_2813,Aligning Large Multimodal Models with Factually Augmented RLHF,"Sun, ZQ; Shen, S; Cao, SC; Liu, HC; Li, CY; Shen, YK; Gan, C; Gui, LY; Wang, YX; Yang, YM; Keutzer, K; Darrell, T",2024,,,5,no-doi,,
P1242,P01_2828,SEAL: Systematic Error Analysis for Value ALignment,"Revel, M; Cargnelutti, M; Eloundou, T; Leppert, G",2025,,,5,no-doi,,
P135,P01_0460,Transparent by Design: Ensuring Safety in Agentic AI Through Decision Traceability,"Radanliev, P.",2026,10.1201/9781003657804-1,,5,paywalled-confirmed,https://doi.org/10.1201/9781003657804-1,
P173,P01_0539,Testing Obedience and Control in AGI: Exploring Irrational Commands and the AI Control Problem,"Yampolskiy, R.V.; Field, S.",2026,10.1007/978-981-95-3658-0_69,,5,paywalled-confirmed,https://doi.org/10.1007/978-981-95-3658-0_69,
P186,P01_0575,From Clicks to Preference: A Multi-stage Alignment Framework for Generative Query Suggestion in Conversational System,"Yin, J.; Wang, H.; Bao, P.; Xu, J.; Wang, Y.",2026,10.1145/3770854.3783953,,5,paywalled,https://doi.org/10.1145/3770854.3783953,
P194,P01_0597,Building Robust Artificial Intelligence Through Multi-Agent Debate,"Bauschard, S.",2026,10.1007/978-3-032-06558-2_5,,5,paywalled-confirmed,https://doi.org/10.1007/978-3-032-06558-2_5,
P201,P01_0615,"Artificial General Intelligence: Current Progress, Safety Considerations, and Ethical Imperatives","Potdukhe, N.; Pacharney, U.; Mankar, M.; Waghale, A.; Gadbail, H.N.; Dube, N.",2026,10.1109/ICIPCN67432.2026.11438447,,5,paywalled,https://doi.org/10.1109/ICIPCN67432.2026.11438447,
P226,P01_0657,Harnessing Metacognition for Safe and Responsible AI,"Walker, P.B.; Haase, J.J.; Mehalick, M.L.; Steele, C.T.; Russell, D.W.; Davidson, I.N.",2025,10.3390/technologies13030107,,5,oa-link-failed,https://doi.org/10.3390/technologies13030107,
P249,P01_0696,From Human Mind to Artificial Intelligence: Advancing AI Value Alignment Through Psychological Theories,"Jin, S.; Liu, C.",2025,10.16719/j.cnki.1671-6981.20250402,,5,paywalled,https://doi.org/10.16719/j.cnki.1671-6981.20250402,
P279,P01_0750,"Reward Hacking in Reinforcement Learning and RLHF: A Multidisciplinary Examination of Vulnerabilities, Mitigation Strategies, and Alignment Challenges","Hu, T.; Zhu, W.; Yan, Y.",2025,10.1109/ICSC65596.2025.11140447,,5,paywalled,https://doi.org/10.1109/ICSC65596.2025.11140447,
P310,P01_0815,Value-aligned but misguided: a dilemma in AI and AGI decision making,"Song, Z.",2025,10.1007/s11229-025-05232-y,,5,paywalled,https://doi.org/10.1007/s11229-025-05232-y,
P334,P01_0855,IWPO: Sample Importance Weight-Based Human Preference Optimization for Large Language Models,"Ma, T.; Luo, X.; Yuan, Y.",2025,10.1109/TASLPRO.2025.3615458,,5,paywalled,https://doi.org/10.1109/TASLPRO.2025.3615458,
P350,P01_0887,Existentialist risk and value misalignment,"Tubert, A.; Tiehen, J.",2025,10.1007/s11098-024-02142-6,,5,paywalled,https://doi.org/10.1007/s11098-024-02142-6,
P372,P01_0932,Designing AI Systems with Value Alignment Mechanisms,"Sribhashyam, A.S.; Gore, S.; Sharma, A.; Jadhav, B.; Suriya, M.; Kumar, G.R.",2025,10.1109/CINS67018.2025.11412115,,5,paywalled,https://doi.org/10.1109/CINS67018.2025.11412115,
P388,P01_0965,Focus-N-Fix: Region-Aware Fine-Tuning for Text-to-Image Generation,"Xing, X.; Saha, A.; He, J.; Hao, S.; Vicol, P.; Ryu, M.; Li, G.; Singla, S.; Young, S.; Li, Y.; Yang, F.; Ramachandran, D.",2025,10.1109/CVPR52734.2025.01723,,5,paywalled,https://doi.org/10.1109/CVPR52734.2025.01723,
P399,P01_0981,Personalized Constitutionally-Aligned Agentic Superego: Secure AI Behavior Aligned to Diverse Human Values,"Watson, N.; Amer, A.; Harris, E.; Ravindra, P.; Zhang, S.",2025,10.3390/info16080651,,5,oa-link-failed,https://doi.org/10.3390/info16080651,
P410,P01_1008,A Phase-Based Ethical Alignment Framework for Mitigating In-Context Scheming Behaviour in Superintelligent Systems,"Nagaraju, C.; Prateek, J.H.",2025,10.1109/ICECIT67774.2025.11450986,,5,paywalled,https://doi.org/10.1109/ICECIT67774.2025.11450986,
P491,P01_1193,Global solutions vs. Local solutions for the ai safety problem,"Turchin, A.; Denkenberger, D.; Green, B.P.",2019,10.3390/bdcc3010016,,5,oa-link-failed,https://doi.org/10.3390/bdcc3010016,
P501,P01_1216,A short introduction to the ethics of artificial intelligence,"Liao, S.M.",2020,10.1093/oso/9780190905033.003.0001,,5,paywalled-confirmed,https://doi.org/10.1093/oso/9780190905033.003.0001,
P506,P01_1232,Alleviating Action Hallucination for LLM-based Embodied Agents via Inner and Outer Alignment,"Li, K.; Zheng, Q.; Zhan, Y.; Zhang, C.; Zhang, T.; Lin, X.; Qi, C.; Li, L.; Tao, D.",2024,10.1109/PRAI62207.2024.10826957,,5,paywalled,https://doi.org/10.1109/PRAI62207.2024.10826957,
P518,P01_1257,Taking into Account Sentient Non-Humans in AI Ambitious Value Learning: Sentientist Coherent Extrapolated Volition,"Moret, A.R.",2023,10.1142/S2705078523500042,,5,oa-link-failed,https://doi.org/10.1142/S2705078523500042,
P520,P01_1263,Hybrid strategies towards safe “self-aware” superintelligent systems,"Aliman, N.-M.; Kester, L.",2018,10.1007/978-3-319-97676-1_1,,5,paywalled,https://doi.org/10.1007/978-3-319-97676-1_1,
P539,P01_1305,Enhancing Reinforcement Learning Finetuned Text-to-Image Generative Model Using Reward Ensemble,"Back, K.; Piao, X.; Kim, J.-K.",2024,10.1007/978-3-031-63031-6_19,,5,paywalled-confirmed,https://doi.org/10.1007/978-3-031-63031-6_19,
P553,P01_1324,Friendly Superintelligent AI: All You Need Is Love,"Prinzing, M.",2018,10.1007/978-3-319-96448-5_31,,5,oa-link-failed,https://doi.org/10.1007/978-3-319-96448-5_31,
P583,P01_1386,Multiparty dynamics and failure modes for machine learning and artificial intelligence,"Manheim, D.",2019,10.3390/bdcc3020021,,5,oa-link-failed,https://doi.org/10.3390/bdcc3020021,
P834,P01_2085,WARM: On the Benefits of Weight Averaged Reward Models,"Ramé, A.; Vieillard, N.; Hussenot, L.; Dadashi, R.; Cideron, G.; Bachem, O.; Ferret, J.",2024,,,5,no-doi,,
P835,P01_2086,Offline Model-Based Optimization: Comprehensive Review,"Kim, M.; Gu, J.; Yuan, Y.; Yun, T.; Liu, Z.; Bengio, Y.; Chen, C.",2026,,,5,no-doi,,
P841,P01_2102,Process Reinforcement through Implicit Rewards,"Cui, G.; Yuan, L.; Wang, Z.; Wang, H.; Zhang, Y.; Chen, J.; Li, W.; He, B.; Fan, Y.; Yu, T.; Xu, Q.; Chen, W.; Yuan, J.; Chen, H.; Zhang, K.; Lv, X.; Wang, S.; Yao, Y.; Han, X.; Peng, H.; Cheng, Y.; Liu, Z.; Sun, M.; Zhou, B.; Ding, N.",2026,,,5,no-doi,,
P842,P01_2104,THE ONTOLOGICAL ILLUSION OF MACHINE REBELLION: A COMPARATIVE FORENSIC PROFILING OF BIOLOGICAL AND SYNTHETIC NEURAL ARCHITECTURES,"Brasi, C.; Seccomandi, B.; Sanfilippo, F.",2026,,,5,no-doi,,
P850,P01_2121,Position: AI Safety Must Embrace an Antifragile Perspective,"Jin, M.; Lee, H.",2025,,,5,no-doi,,
P855,P01_2126,PBRL with Offline Reward Modeling on Explicitly Constrained Policies,"Xu, Y.; Suresh, T.; Gumaste, R.; Zhu, D.; Li, R.; Wang, Z.; Jiang, H.; Tang, X.; Yin, Q.; Cheng, M.X.; Zeng, Q.; Zhang, C.; Singh, G.",2025,,,5,no-doi,,
P860,P01_2132,Evaluation of Best-of-N Sampling Strategies for Language Model Alignment,"Ichihara, Y.; Jinnai, Y.; Morimura, T.; Abe, K.; Ariu, K.; Sakamoto, M.; Uchibe, E.",2025,,,5,no-doi,,
P867,P01_2139,Inference-Time Alignment of Diffusion Models with Direct Noise Optimization,"Tang, Z.; Peng, J.; Tang, J.; Hong, M.; Wang, F.; Chang, T.-H.",2025,,,5,no-doi,,
P872,P01_2146,RRM: ROBUST REWARD MODEL TRAINING MITIGATES REWARD HACKING,"Liu, T.; Xiong, W.; Ren, J.; Chen, L.; Wu, J.; Joshi, R.; Gao, Y.; Shen, J.; Qin, Z.; Yu, T.; Sohn, D.; Makarova, A.; Liu, J.; Liu, Y.; Piot, B.; Ittycheriah, A.; Kumar, A.; Saleh, M.",2025,,,5,no-doi,,
P876,P01_2151,Artificial intelligence in action: Real-world applications and innovations,"Banafa, A.",2025,,,5,no-doi,,
P879,P01_2155,On Teacher Hacking in Language Model Distillation,"Tiapkin, D.; Calandriello, D.; Ferret, J.; Perrin, S.; Vieillard, N.; Ramé, A.; Blondel, M.",2025,,,5,no-doi,,
P893,P01_2175,Language Model Alignment with Elastic Reset,"Noukhovitch, M.; Lavoie, S.; Strub, F.; Courville, A.",2023,,,5,no-doi,,
P905,P01_2193,Explaining Learned Reward Functions with Counterfactual Trajectories,"Wehner, J.; Oliehoek, F.; Siebert, L.C.",2024,,,5,no-doi,,
P911,P01_2203,Learning human objectives by evaluating hypothetical behavior,"Reddy, S.; Dragan, A.D.; Levine, S.; Legg, S.; Leike, J.",2020,,,5,no-doi,,
P918,P01_2215,Transforming and Combining Rewards for Aligning Large Language Models,"Wang, Z.; Nagpal, C.; Berant, J.; Eisenstein, J.; D'Amour, A.; Koyejo, S.; Veitch, V.",2024,,,5,no-doi,,
P927,P01_2228,"Theories, Techniques, and Evaluation of AI Alignment","Ji, J.; Qiu, T.; Chen, B.; Yang, Y.",2024,,,5,no-doi,,
P929,P01_2230,ODIN: Disentangled Reward Mitigates Hacking in RLHF,"Chen, L.; Zhu, C.; Chen, J.; Soselia, D.; Zhou, T.; Goldstein, T.; Huang, H.; Shoeybi, M.; Catanzaro, B.",2024,,,5,no-doi,,
P943,P01_2256,Scaling Laws for Reward Model Overoptimization in Direct Alignment Algorithms,"Rafailov, R.; Chittepu, Y.; Park, R.; Sikchi, H.; Hejna, J.; Knox, W.B.; Finn, C.; Niekum, S.",2024,,,5,no-doi,,
P948,P01_2264,"Large Language Model Alignment: Concepts, Challenges, Roadmaps, Evaluations and Trends","Xiong, D.",2023,,,5,no-doi,,
P950,P01_2266,Mechanistic Interpretability for AI Safety A Review,"Bereska, L.; Gavves, E.",2024,,,5,no-doi,,
P958,P01_2281,Catastrophic Goodhart: regularizing RLHF with KL divergence does not mitigate heavy-tailed reward misspecification,"Kwa, T.; Thomas, D.; Garriga-Alonso, A.",2024,,,5,no-doi,,
P966,P01_2299,Mammalian value systems,"Sarma, G.P.; Hay, N.J.",2017,,,5,no-doi,,
P004,P01_0036,The necessary roadblock to artificial general intelligence: corrigibility,Yat Long Lo; Chung Yu Woo; Ka Lok Ng,2019,10.1145/3362077.3362089,,4,paywalled,https://doi.org/10.1145/3362077.3362089,
P013,P01_0185,Fixing Distribution Shifts of LLM Self-Critique via On-Policy Self-Play Training,"Bao, R.; Yu, D.; Fan, K.; Liao, M.",2025,10.18653/v1/2025.acl-long.865,,4,paywalled,https://doi.org/10.18653/v1/2025.acl-long.865,
P022,P01_0205,Learning the Value Systems of Societies with Preference-based Multi-objective Reinforcement Learning,"Holgado-Sánchez, A.; Vamplew, P.; Dazeley, R.; Ossowski, S.; Billhardt, H.",2026,10.65109/NLVD8864,,4,paywalled,https://doi.org/10.65109/NLVD8864,
P026,P01_0214,Value Function Shaping-Based Backdoor Attacks on Deep Reinforcement Learning for UAV Navigation,"Hu, B.; Pang, J.",2026,10.1145/3796263.3796290,,4,paywalled,https://doi.org/10.1145/3796263.3796290,
P036,P01_0231,Secure and trustworthy energy systems: A four-layer threat model and defense-in-depth framework,"Cheng, Y.; Zhou, X.; Zhao, H.; Liang, G.; Wen, F.; Zhao, J.",2026,10.1016/j.energy.2026.140027,,4,paywalled,https://doi.org/10.1016/j.energy.2026.140027,
P041,P01_0245,Exploring Research Trends in the Design and Optimization of Generative Artificial Intelligence Agent Systems Based on Human Value Alignment,"Song, J.; Cui, S.; Chen, D.; Li, Z.; Huang, D.; Xu, N.",2026,10.1109/ISOIRS70157.2026.11545282,,4,paywalled,https://doi.org/10.1109/ISOIRS70157.2026.11545282,
P044,P01_0251,Parallel Diffusion Solver via Residual Dirichlet Policy Optimization,"Wang, R.; Li, Z.; Zhu, B.; Yuan, L.; Zhang, H.; Yang, X.; Chang, X.; Zhang, C.",2026,10.1109/TPAMI.2026.3692227,,4,paywalled,https://doi.org/10.1109/TPAMI.2026.3692227,
P058,P01_0275,Exploring ‘Value Alignment’: A Genealogy and Three Conceptions,"López-Castro, D.",2026,10.1007/978-3-032-13063-1_11,,4,paywalled,https://doi.org/10.1007/978-3-032-13063-1_11,
P078,P01_0324,Reinforcement Learning With Verifier Guidance and Penalty Shaping for Vietnamese Summarization Using Small Language Models,"Tran, T.T.P.; Vu, T.H.; Nguyen, V.V.; Nguyen, P.T.",2026,10.1109/ACCESS.2026.3701952,,4,oa-link-failed,https://doi.org/10.1109/ACCESS.2026.3701952,
P095,P01_0367,Toward Complementary Intelligence: Integrating Cognitive and Machine AI,"Gonzalez, C.; Malloy, T.",2026,10.1177/09637214251407571,,4,paywalled,https://doi.org/10.1177/09637214251407571,
P100,P01_0384,RewardHackingAgents: Benchmarking Evaluation Integrity for LLM ML-Engineering Agents,"Atinafu, Y.; Cohen, R.",2026,10.1109/ICDEW71238.2026.00009,,4,paywalled,https://doi.org/10.1109/ICDEW71238.2026.00009,
P1003,P01_2349,Truthful or fabricated? Using causal attribution to mitigate reward hacking in explanations,"Ferreira, Pedro; Aziz, Wilker; Titov, Ivan",2025,,,4,no-doi,,
P1009,P01_2360,Detecting and mitigating reward hacking in reinforcement learning systems: a comprehensive empirical stud,"Farabi Shihab, I.; Akter, S.; Sharma, A.",2025,,,4,no-doi,,
P1010,P01_2361,Training on documents about reward hacking induces reward hacking,"Hu, N.; Wright, B.; Denison, C.; Marks, S.; Treutlein, J.; Uesato, J.; Hubinger, E.",2025,,,4,no-doi,,
P1017,P01_2372,Detecting and mitigating reward hacking in reinforcement learning systems: a comprehensive empirical study,"Shihab, I.F.; Akter, S.; Sharma, A.",2025,,,4,no-doi,,
P1028,P01_2392,Spontaneous Reward Hacking in Iterative Self-Refinement,"Pan, J.; He, H.; Bowman, S.R.; Feng, S.",2024,,,4,no-doi,,
P1053,P01_2435,Helping or herding? Reward model ensembles mitigate but do not eliminate reward hacking,"Eisenstein, J.; Nagpal, C.; Agarwal, A.; Beirami, A.; D’Amour, A.; Dvijotham, D.; Fisch, A.; Heller, K.; Pfohl, S.; Ramachandran, D.; Shaw, P.; Berant, J.",2024,,,4,no-doi,,
P1066,P01_2452,Regularized best-of-n sampling to mitigate reward hacking for language model alignment,"Jinnai, Y.; Morimura, T.; Ariu, K.; Abe, K.",2024,,,4,no-doi,,
P1072,P01_2471,Reward hacking in reinforcement learning,"Weng, Lilian",2024,,,4,no-doi,,
P1076,P01_2479,AI value alignment: Aligning AI with human values,"Larsen, B.; Dignum, V.",2024,,,4,no-doi,,
P1077,P01_2480,"Reinforcement-learning-from-human-feedback (RLHF) is a training approach in which a model first learns to follow instructions through supervised fine-tuning and is then further optimized using reinforcement learning on a reward signal derived from human preference judgments, which in turn helps align model behavior with human values and desired outputs. Eliza Strickland, OpenAI’s Moonshot: Solving the AI Alignment Problem",,2024,,,4,no-doi,,
P1084,P01_2495,"regulatory alignment problem” plays upon the broader AI alignment problem, which is “the idea that AI systems’ goals may not align with those of humans, a problem that would be heightened if superintelligent AI systems are developed.” Eliza Strickland, OpenAI’s Moonshot: Solving the AI Alignment Problem",,2024,,,4,no-doi,,
P1091,P01_2509,AI alignment strategies for AGI safety,"Patel, M.; Verma, S.",2023,,,4,no-doi,,
P1095,P01_2515,Preventing reward hacking with occupancy measure regularization,"Laidlaw, Cassidy; Singhal, Shivam; Dragan, Anca",2023,,,4,no-doi,,
P110,P01_0405,A Cognitively Plausible Neural-Symbolic Model for Syntactic Disambiguation in Minimalist Grammar,"Leyva-Capote, C.A.; Alers-Valentín, H.",2026,10.5220/0014481700004052,,4,paywalled,https://doi.org/10.5220/0014481700004052,
P1100,P01_2524,EIS VI: Critiques of mechanistic interpretability work in AI safety,"Casper, S.",2023,,,4,no-doi,,
P1109,P01_2546,Goal Alignment: A Human-Aware Account of Value Alignment Problem,"Mechergui, M.; Sreedharan, S.",2023,,,4,no-doi,,
P111,P01_0407,Preventing Process Reward Model Hacking When Training Large Language Models on Verifiable Rewards,"Forbes, G.C.; Villalobos-Arias, L.; Wang, J.; Jhala, A.; Roberts, D.L.",2026,10.65109/BWFN6920,,4,paywalled,https://doi.org/10.65109/BWFN6920,
P1112,P01_2556,Barriers to mechanistic interpretability for agi safety,"Leahy, Connor",2023,,,4,no-doi,,
P112,P01_0409,"The Ultimate Consequence: Why Humanity, Not AI, Ends Itself – A Reply to Lavazza and Vilaça","Yamada, K.",2026,10.1007/s13347-026-01137-x,,4,paywalled,https://doi.org/10.1007/s13347-026-01137-x,
P1125,P01_2594,Value Alignment and Ethics for Artificial General Intelligence,"Arnold, T.; Kasenberg, D.; Scheutz, M.",2022,,,4,no-doi,,
P1127,P01_2603,Reward is not enough: A taxonomy of reward hacking,"Skalse, J.; Krasheninnikov, D.; Abate, A.; Hammond, L.",2022,,,4,no-doi,,
P1141,P01_2636,Norms for Beneficial AI: A Computational Analysis of the Societal Value Alignment Problem,"Fernandes, P.M.; Santos, F.C.; Lopes, M.",2020,,,4,no-doi,,
P1145,P01_2647,"AI does not hate you, nor does it love you: understanding the value alignment problem","Sarkar, S.",2020,,,4,no-doi,,
P1177,P01_2701,Social choice and the value alignment problem,"Prasad, M.",2018,,,4,no-doi,,
P118,P01_0421,Coadaptive Value Alignment Blue Sky Ideas Track,"Tsoi, N.; Hsiung, E.; Yamazaki, M.; Chaudhuri, S.; Stone, P.; Biswas, J.",2026,10.65109/NAIK4475,,4,paywalled,https://doi.org/10.65109/NAIK4475,
P1197,P01_2770,The value alignment problem,,,,,4,no-doi,,
P1198,P01_2771,"Reward-based learning is sensitive to the quality and design of reward functions, risking reward hacking or unintended behaviors",,,,,4,no-doi,,
P1201,P01_2775,CONFUCIAN ETHICS AND AI ALIGNMENT,"Villaver, RB",2026,,,4,no-doi,,
P1204,P01_2778,Minding Motivation: The Effect of Intrinsic Motivation on Agent Behaviors,"Villalobos-Arias, L; Forbes, G; Wang, JX; Roberts, DL; Jhala, A",2025,,,4,no-doi,,
P1205,P01_2781,Empirical Evidence for Alignment Faking in a Small LLM and Prompt-Based Mitigation Techniques,"Koorndijk, J",2025,,,4,no-doi,,
P1206,P01_2782,A Rolling Stone Gathers No Moss: Adaptive Policy Optimization for Stable Self-Evaluation in Large Multimodal Models,"Wang, WK; Guo, HC; Lv, ZQ; Zhang, SY",2026,,,4,no-doi,,
P1212,P01_2789,Specification-Guided Reinforcement Learning,"Ambadkar, T",2026,,,4,no-doi,,
P1213,P01_2790,Meta Learning for Image Captioning,"Li, NN; Chen, ZZ; Liu, S",2019,,,4,no-doi,,
P1215,P01_2792,ME: Modelling Ethical Values for Value Alignment,"Rigley, E; Chapman, A; Evers, C; Mcneill, W",2025,,,4,no-doi,,
P1216,P01_2793,Uncovering the Impact of Chain-of-Thought Reasoning for Direct Preference Optimization: Lessons from Text-to-SQL,"Liu, HB; Li, HY; Zhang, XK; Chen, RT; Xu, HY; Tian, T; Qi, Q; Zhang, J",2025,,,4,no-doi,,
P1218,P01_2795,AlphaVerus: Bootstrapping Formally Verified Code Generation through Self-Improving Translation and Treefinement,"Aggarwal, P; Parno, B; Welleck, S",2025,,,4,no-doi,,
P1219,P01_2797,TreeRL: LLM Reinforcement Learning with On-Policy Tree Search,"Hou, ZY; Hu, ZN; Li, YJ; Lu, R; Tang, J; Dong, YX",2025,,,4,no-doi,,
P1222,P01_2802,Dynamic Automaton-Guided Reward Shaping for Monte Carlo Tree Search,"Velasquez, A; Bissey, B; Barak, L; Beckus, A; Alkhouri, I; Melcer, D; Atia, G",2021,,,4,no-doi,,
P1225,P01_2805,Approximated Variational Bayesian Inverse Reinforcement Learning for Large Language Model Alignment,"Cai, Y; Yuan, YY; Shi, JS; Lin, QH",2025,,,4,no-doi,,
P1227,P01_2808,Deciphering AI Decision-Making: A Generalizable Framework of Human-AI Misalignment,"Du, J; Ye, Y; You, HX; Wu, JH; Sun, BW",2024,,,4,no-doi,,
P1230,P01_2811,Challenges and Choices when Evaluating Alignment in Human-AI Systems,"Mcvay, JC; de Visser, EJ",2025,,,4,no-doi,,
P1239,P01_2825,Why the Failure? How Adversarial Examples Can Provide Insights for Interpretable Machine Learning,"Tomsett, R; Widdicombe, A; Xing, TW; Chakraborty, S; Julier, S; Gurram, P; Rao, R; Srivastava, M",2018,,,4,no-doi,,
P124,P01_0437,Winning at All Cost: A Small Environment for Eliciting Specification Gaming Behaviors in Large Language Models,"Malmqvist, L.",2026,10.1007/978-3-032-01823-6_4,,4,paywalled,https://doi.org/10.1007/978-3-032-01823-6_4,
P1245,P01_2832,Second Thoughts are Best: Learning to Re-AlignWith Human Values from Text Edits,"Liu, RB; Jia, CY; Zhang, G; Zhuang, ZY; Liu, TX; Vosoughi, S",2022,,,4,no-doi,,
P1247,P01_2834,Nothing ComesWithout Its World - Practical Challenges of Aligning LLMs to Situated Human Values through RLHF,"Arzberger, A; Buijsman, S; Lupetti, ML; Bozzon, A; Yang, J",2024,,,4,no-doi,,
P1248,P01_2836,Beyond Patches: Mining Interpretable Part-Prototypes for Explainable AI,"Alehdaghi, M; Bhattacharya, R; Shamsolmoali, P; Cruz, RMO; Heritier, M; Granger, E",2026,,,4,no-doi,,
P1252,P01_2842,Attribution Analysis-based Concept Alignment: A Human-in-the-loop Data Debugging Framework,"Chai, L; Qi, L; Sun, HL; Zhang, J; Xu, JX",2026,,,4,no-doi,,
P1257,P01_2848,Synthesis and Properties of Optimally Value-Aligned Normative Systems,"Montes, N; Sierra, C",2022,,,4,no-doi,,
P1264,P01_2856,An Empirical Study of Instruction-tuning Large Language Models in Chinese,"Si, QY; Wang, T; Lin, Z; Zhang, X; Cao, YN; Wang, WP",2023,,,4,no-doi,,
P128,P01_0443,Roadmap on Incentive Compatibility for AI Alignment and Governance in Sociotechnical Systems,"Zhang, Z.; Bai, F.; Wang, M.; Ye, H.; Ma, C.; Yang, Y.",2026,10.1007/978-3-032-00800-8_33,,4,paywalled,https://doi.org/10.1007/978-3-032-00800-8_33,
P129,P01_0445,Theory of Mind as a Core Component of Artificial General Intelligence,"Schneider, H.",2026,10.1007/978-3-032-00800-8_16,,4,paywalled,https://doi.org/10.1007/978-3-032-00800-8_16,
P140,P01_0472,Four Settings and a Proposal for the Exploration of Value Alignment in AI,"Noriega, P.; Plaza, E.",2026,10.1007/978-3-032-13063-1_13,,4,paywalled,https://doi.org/10.1007/978-3-032-13063-1_13,
P142,P01_0476,Guiding artificial intelligence in public health and medicine with epidemiology: A lifecycle framework for mitigating AI misalignment,"Hassoon, A.; Lin, C.; Woo, H.Y.; Irimia, R.; Marsteller, J.A.; Li, A.; Banderia, A.; Leo, H.; Peng, X.; Rastall, D.; Dredze, M.",2025,10.1016/j.annepidem.2025.11.004,,4,paywalled,https://doi.org/10.1016/j.annepidem.2025.11.004,
P144,P01_0478,Differences in Alignment Behavior between Single-Agent and Multi-Agent LLM Systems: Implications for Human-AI Teaming,"Hermann, A.; Tomé-Moreira, C.; Werner, M.",2026,10.1007/978-3-032-30836-8_39,,4,paywalled,https://doi.org/10.1007/978-3-032-30836-8_39,
P151,P01_0491,An Identity Based Agent Model for AI Value Alignment,"Sama, K.; Chhabra, J.; Malavalli, A.S.; Deshmukh, J.; Srinivasa, S.",2026,10.1007/978-3-032-07638-0_23,,4,paywalled,https://doi.org/10.1007/978-3-032-07638-0_23,
P157,P01_0506,Towards an Axiology of Intelligent Hybrid Systems,"Toboso-Martín, M.",2026,10.1007/978-3-032-13063-1_12,,4,paywalled,https://doi.org/10.1007/978-3-032-13063-1_12,
P163,P01_0518,HADA: Human-AI Agent Decision Alignment Architecture,"Pitkäranta, T.; Pitkäranta, L.",2026,10.1007/978-3-032-15632-7_5,,4,paywalled,https://doi.org/10.1007/978-3-032-15632-7_5,
P167,P01_0524,Scaling International Legal Workflows with Ordinis: A Neuro-Symbolic Framework for GenAI in High-Stakes Domains,"Ndikum, P.; Ndikum, S.",2026,10.1145/3769126.3769223,,4,paywalled,https://doi.org/10.1145/3769126.3769223,
P170,P01_0529,An Affective-Taxis Hypothesis for Alignment and Interpretability,"Sennesh, E.; Ramstead, M.",2026,10.1007/978-3-032-00800-8_17,,4,paywalled,https://doi.org/10.1007/978-3-032-00800-8_17,
P172,P01_0535,Ethical Governance Frameworks for AGI in Cyber-Physical Systems,"Chatterjee, S.; Kumar, V.; Kakaraparthi, G.C.",2026,10.1109/SoutheastCon63549.2026.11476039,,4,paywalled,https://doi.org/10.1109/SoutheastCon63549.2026.11476039,
P176,P01_0550,What Would It Look Like to Align Humans with Ants?,"Conitzer, V.",2026,10.1002/9781394258840.ch17,,4,paywalled,https://doi.org/10.1002/9781394258840.ch17,
P178,P01_0552,Hybrid Explanation-Guided Learning for Transformer-Based Chest X-Ray Diagnosis,"Shu, S.Z.; Luo, H.; Poellinger, A.; Reyes, M.",2026,10.1007/978-3-032-17611-0_4,,4,paywalled,https://doi.org/10.1007/978-3-032-17611-0_4,
